user,tweet,location,date,sentiment
Clout Dad,"RT @CarpeDonktum: Why do Bernie Bros want people to be put into ""education"" camps while their cities burn? Any comment @BernieSanders?

#Ex…",Lone Star State,2020-01-14 15:21:55,neutral
always truth,"RT @charliekirk11: In 2016, when 6 Republicans were left 50% were minorities:

Trump
Cruz
Rubio
Carson
Kasich
&amp; Jeb!

Today, 6 Democrats ar…",None,2020-01-14 15:21:55,neutral
Ace,RT @SSludgeworth: Bernie's  New 2020 Campaign Slogan:  Make Gulags Great Again #MGGA,None,2020-01-14 15:21:55,positive
David Wooten,"RT to everyone. 
Bernie’s Sanders campaign threatening to bring back Soviet style Gulags, threatening cities will “… https://t.co/PkWG607KIo","Pennsylvania, USA",2020-01-14 15:21:55,neutral
Recovering_Democrat,RT @StewardshipAmer: One of the tragic and dangerous consequences of the liberal establishment and Democrat party dominating and controllin…,Tatooine...,2020-01-14 15:21:55,negative
WillisDayJr_W.A.D2,"RT @thehill: ""We should have a government in Washington whose principles are based on love and compassion and justice, not greed and corrup…",United States,2020-01-14 15:21:55,positive
AGW1GWW 💯👀👀 #ReBuildtheFBI #Text Trump 88022,"RT @Real_EllieBrown: These people are dangerous. 
These people are sick, twisted &amp; evil. 
Congrats, Bernie. You are now in a
#Boomerang of…",None,2020-01-14 15:21:55,negative
🇺🇸Weezy🇺🇸 🌟🌟🌟,"RT @PolandUSA: ""Breaking rocks for 12 hours a day will make you understand the working class"" .. says unemployable dirty, greasy Bernie bro…",Nevada,2020-01-14 15:21:55,negative
Ahod🍺,@progressiveGiGi @NotMikeDitka89 @SpiritOnParole @J_P_BoomerDog @SallyAlbright @AOC Not once have I heard folks tal… https://t.co/thJuVK6txD,"Virginia, USA",2020-01-14 15:21:56,neutral
victoria coursey,"RT @divawelder: @shaunking @Mouz2009 @BernieSanders @realDonaldTrump You seeing this @TheDemocrats ? Don’t fu@k us over this time, acknowle…","Phoenix, AZ",2020-01-14 15:21:56,neutral
Remember My Oath,RT @GenghisKhet: @bmillsmft @bubbaprog You must be mistaken; Bernie Sanders is nowhere in this picture.,United States,2020-01-14 15:21:56,neutral
Aimee DeMaio,https://t.co/M9Q14GbLAN,None,2020-01-14 15:21:56,neutral
Kaitlin Sopoci-Belknap 🦡,Nevada’s Largest Teachers Union Is Endorsing Bernie Sanders https://t.co/Nh25AntFOP,"Sacramento, CA / Maidu Land",2020-01-14 15:21:56,neutral
neighhay,RT @CarmineSabia: Bernie campaign workers calling for re education and gulags fro President Donald Trump supporters. Threaten riots and bea…,"Catron County, NM",2020-01-14 15:21:56,neutral
Joker,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,"Miami, FL",2020-01-14 15:21:56,positive
FL for Bernie 🌹15% 'Blue No Matter Who',"Warren is the center piece for all these smears &amp; attacks against Bernie.

They are all disingenuous twists.
Warren… https://t.co/ifSD6jd3pu",None,2020-01-14 15:21:56,negative
Laura Lawson,"RT @Bruno062418: Trouble BREWing in Milwaukee?

#POTUSKNOWS
#comms
#winning https://t.co/wLnA9bTxH4 https://t.co/00lv4H9v9E",None,2020-01-14 15:21:56,positive
AlreadyCensored,RT @bennyjohnson: Bernie Sanders Campaign Field Organizer: “F*cking Milwaukee will burn” if Bernie doesn’t get the Democratic Nomination.…,BODY:USA/MAGAKAG | SOUL:HEAVEN,2020-01-14 15:21:56,negative
Mary Kay Eastman,#Expose2020,None,2020-01-14 15:21:56,neutral
*B*L*E*S*S*E*D*,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…","Trump County, FL ",2020-01-14 15:21:56,negative
Richard,"RT @SSWorks: ""In 2010, the ‘grand bargain’ to cut Social Security was at the peak of its popularity in the elite media, in the elite politi…","Tulare, CA",2020-01-14 15:21:56,positive
Linda,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,"Virginia, USA",2020-01-14 15:21:56,positive
HeadInHands 🤚🏼🗽✋🏼,She’s not the only one… This is the effect Bernie Sanders!,"California, USA",2020-01-14 15:21:56,neutral
James Z ⭐⭐⭐🇺🇸,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…","Heartland, USA",2020-01-14 15:21:57,negative
Raphâël G5h4💯P✊🏾,"RT @jennyjenli: Did you vote Green Party in 2016, after Bernie was cheated.

Whether yes or no, please share/retweet for larger sampling.…","Riviera Beach, FL",2020-01-14 15:21:57,negative
Tee Ragsdale,"RT @RealMattCouch: With what Project Veritas and James O'Keefe just broke on a leader of the Bernie Sanders campaign saying ""F***ing Milwau…",None,2020-01-14 15:21:57,neutral
Abbie Layah🌟🌟🌟,"RT @parscale: Big Democrat debate in Iowa tonight.

Based on the last two weeks and their reaction to @realDonaldTrump’s strong defense of…","Florida, USA",2020-01-14 15:21:57,positive
Spicy Berner 🏳️‍🌈🔥,@David__Young__ @ChuckRocha @BernieSanders @briebriejoy @krystalball People who bought those earplugs aren't evils.… https://t.co/5EStPVlVcs,Swing State,2020-01-14 15:21:57,neutral
Cristina Moralez ✌️💚,"RT @BernieSanders: Thank you @cceanv for your support! Together, we will finally give teachers a much-deserved raise, reinvest in public ed…","Mza, Argentina",2020-01-14 15:21:57,neutral
Vickster⭐⭐⭐ 🇺🇸,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,Texas,2020-01-14 15:21:57,positive
Cynthia 🧢 💙,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,None,2020-01-14 15:21:57,positive
𝒷𝒾𝓁𝓁𝒾❀𝓃𝒶𝒾𝓇𝑒𝓈 𝒶𝓇𝑒 𝑒𝓋𝒾𝓁 🌹,"RT @VinGNambiar: @SenGillibrand @HillaryClinton @realDonaldTrump Yes, that's what Bernie said, agreed... As for what you may be insinuating…",Bernie's Fairydust Kingdom,2020-01-14 15:21:57,neutral
jewel,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…","hughson,ca",2020-01-14 15:21:57,positive
Elaine C. Lynest,"RT @JoeTalkShow: #ITrustBernie would:

1. Raise Taxes on everyone
2. Offer worse healthcare than we  had before Obamacare
3. Have the centr…",None,2020-01-14 15:21:57,negative
Paul Adrian Fried,"I donated to both Warren &amp; Sanders.
Bernie is my top choice. 
Not asking for a #RefundWarren. 

Corporate Dems &amp; th… https://t.co/ixLwhqD3ds",None,2020-01-14 15:21:57,positive
blair,"RT @jtbrg: the election is rigged yes but americans also won't revolt when they don't get their bernie sanders. they're going to try again,…",new jersey • fae / she / they,2020-01-14 15:21:58,neutral
Abby Lynn Morley,"RT @RonBrownstein: New analysis shows ⁦@SenSanders⁩ agenda would double total federal spending over next decade. As a % of economy, he’s pr…","Phx AZ, LA CA, EDI Scotland",2020-01-14 15:21:58,positive
the biggest sheetz fan in no momentum,RT @AndrewYang: Watching this Elizabeth - Bernie dynamic is upsetting. We have big problems to solve and both want to solve them. I’m sure…,SUNY New Paltz,2020-01-14 15:21:56,neutral
PistolWhipped⭐️⭐️⭐️,"RT @catturd2: @JamesOKeefeIII and @Project_Veritas has done it again and revealed to the world, in their own words, what Bernie Sanders and…","MacDill AFB, Florida",2020-01-14 15:21:57,positive
"YES, TRUMP ABUSED POWER & STILL OBSTRUCTS JUSTICE.","@Joelmrich @okienomore @girlsreallyrule Wow. I give FACTS &amp; you lose it, typical. Bernie created TOXIC followers wh… https://t.co/dqyVS9WXRE","United States, Common Sense",2020-01-14 15:21:58,negative
S•P•Q•R™🤺⚔️🇺🇸,RT @blitzer850: @Static_Waste @Anti_Liberal73 @JimboAlways2 @DogsBCool @KnucklDraginSam @MichaelsANewman @jbsparky_2010 @Punkin682 @mcgrego…,Town of deplorables,2020-01-14 15:21:59,neutral
Jane Foster,RT @JaneFos79679887: WTF???,"Arizona, USA",2020-01-14 15:21:59,negative
JenA,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,None,2020-01-14 15:21:59,positive
MeowFft,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…",United States of America ,2020-01-14 15:21:59,negative
#BernieBeatsTrump,RT @SusanSarandon: 👇🏻👇🏻👇🏻 https://t.co/Lvdk0RZDjz,None,2020-01-14 15:21:59,neutral
GulfDogs ® 🇺🇸 #KAG,"Project Veritas: Bernie Sanders Field Organizer Suggests Gulags to Help 'Nazified' Trump Voters
https://t.co/WXJw4RSOcn",Texas,2020-01-14 15:21:59,neutral
AffirmHerVictory!,The big story isn't Bernie or Warren its about how Russia is back trying to once again steal our election! @cnn @msnbc,"St Louis, MO",2020-01-14 15:21:59,neutral
"Papal Censorship Bureau clerk, Iago Sothoth","@AmyBInColaSC @santiagomayer_ Second: the historical evidence bears out that """"""Bernie Bros"""""" are more reliable bl… https://t.co/V0yUDs9ytQ","Pennsylvania, USA",2020-01-14 15:21:59,positive
Evenstar⭐️⭐️⭐️,"RT @CarpeDonktum: Why do Bernie Bros want people to be put into ""education"" camps while their cities burn? Any comment @BernieSanders?

#Ex…","Texas, USA",2020-01-14 15:21:59,neutral
✌Dude Q✌,RT @alx: I wonder if @BernieSanders will be asked about these “Re-Education Camps” for Trump Supporters at the debate tonight.,None,2020-01-14 15:21:59,neutral
Joanne,"RT @CarpeDonktum: Why do Bernie Bros want people to be put into ""education"" camps while their cities burn? Any comment @BernieSanders?

#Ex…",#SeattleShithole,2020-01-14 15:21:59,neutral
Luddy Behrens 🌟🌟🌟,"RT @RealMattCouch: With what Project Veritas and James O'Keefe just broke on a leader of the Bernie Sanders campaign saying ""F***ing Milwau…",H'burg Ms. via New Jersey,2020-01-14 15:21:59,neutral
Diana Manister,RT @washingtonpost: A woman can’t win? Alleged comment reopens feminist grievances against Bernie Sanders https://t.co/WnzlVaGGnJ,New Jersey coast,2020-01-14 15:21:59,positive
WatchingSwampDrain⭐️⭐️⭐️,"RT @PrisonPlanet: What are the odds Bernie won't be asked during tonight's debate about one of his organizers calling for gulags, ""re-educa…",None,2020-01-14 15:21:59,neutral
Conservative Millennial,"@DunnJDerek @CalebJHull Absolutely sick and tired of Bernie always getting a pass.

I don't give a damn what O'Keef… https://t.co/mpd71ozTcO",None,2020-01-14 15:21:59,negative
Frances Martel,"When you grow up around people actually sent to labor camps, you don't need a video of Bernie saying he believes th… https://t.co/h3O9GcJ3No","Union City, New Jersey",2020-01-14 15:21:59,neutral
Terrence Daniels (Captain Planet),"@ChrisCuomo you’re trash homie! 

Remember these are the same people that refuse to call Weinstein a sexual predato… https://t.co/q1y2l0THV1",Standing Rock,2020-01-14 15:21:59,positive
Scar,RT @bennyjohnson: Bernie Sanders Campaign Field Organizer: “F*cking Milwaukee will burn” if Bernie doesn’t get the Democratic Nomination.…,United States,2020-01-14 15:21:59,negative
Mainer Kate/Jon,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…","Maine, USA",2020-01-14 15:22:00,negative
KiSSABLE 💋,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,#MAGA  ¯\_(ツ)_/¯,2020-01-14 15:22:00,positive
XenaMAGA,"Bernie Bros threatening violence and gulags for ""re-education.""",None,2020-01-14 15:22:00,neutral
bon~homie,"RT @SilERabbit: #RefundWarren
Peter Daou is scolding Warren.

Nate Silver says it's obvious Warren leaked the story.

The Washington Post,…",None,2020-01-14 15:22:00,neutral
🌞🌻🇺🇸SunshineforTrump🌞🌻🇺🇸,"RT @CarpeDonktum: Why do Bernie Bros want people to be put into ""education"" camps while their cities burn? Any comment @BernieSanders?

#Ex…",Alabama ,2020-01-14 15:22:00,neutral
🇺🇸Weezy🇺🇸 🌟🌟🌟,RT @JackPosobiec: Bernie Sanders organizer promises Stalin-style gulags for Trump supporter https://t.co/q4PazwKZyW,Nevada,2020-01-14 15:22:00,neutral
Ray Ciaf,Watch the people who’ve seen too many of these primaries. They will be pivoting to “I like Bernie buuuut the most i… https://t.co/gjiKDsgRV6,East Harlem,2020-01-14 15:22:00,positive
BigClub& UAin't InIt,Warren might do well in #NH but @BernieSanders is going to win in his Vermont sister state - - - so @ewarren has go… https://t.co/hQqzrYMDSZ,Self-Exiled 2 Isle of Man,2020-01-14 15:22:00,positive
Valmar Ferreira,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,Brasil,2020-01-14 15:22:00,positive
Rebel LT 1776 (I don't unfollow Patriots-twits do),RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,Utah,2020-01-14 15:22:00,positive
Leeanne⭐️⭐️⭐️#KAG#MAGA,"RT @bennyjohnson: Bernie Sanders Campaign Field Organizer promises Violence at the 2020 DNC Convention:

We’re going to make the 1968 DNC R…",None,2020-01-14 15:22:00,neutral
MaryAnn Larson,"RT @bennyjohnson: Bernie Sanders Campaign Field Organizer promises Violence at the 2020 DNC Convention:

We’re going to make the 1968 DNC R…","Alabama, USA",2020-01-14 15:22:00,neutral
Wanda Roe,"RT @ProudResister: So it’s true.

Bernie Sanders doesn’t believe that a woman can beat Donald Trump.

I CALL BULLSHIT.

I understand that p…","Freeland, WA",2020-01-14 15:22:00,positive
Keith Midnight,"RT @parscale: Big Democrat debate in Iowa tonight.

Based on the last two weeks and their reaction to @realDonaldTrump’s strong defense of…",NorCal,2020-01-14 15:22:00,positive
RazerQT,"RT @shaunking: Wow. 

Just spoke to a source who told me that Elizabeth Warren admittedly ""embellished"" the words of @BernieSanders to her…",Matrix,2020-01-14 15:22:01,positive
Mark Springer,RT @or_eff: @HipsterZombie1 @BernieSanders Lmao you people are shot.. can’t wait to watch you all cry again on election night. Bernie would…,Kansas,2020-01-14 15:22:01,positive
Julia Jones ⭐⭐⭐👆✝🇺🇸🍿,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",Guess,2020-01-14 15:22:01,positive
Steve Deckman,"RT @gaywonk: As we enter the “Bernie vs Warren” stage of the primary, please remember:

Corporate media (1) does not give a shit about you…",None,2020-01-14 15:22:01,positive
Charlie 🌹✡️✊,RT @DavidShuster: More proof @ewarren + campaign are flailing.   The unhinged smear @BernieSanders will likely sink Warren's campaign and c…,"Tenton, NJ",2020-01-14 15:22:01,positive
randyfraz,"RT @MorningConsult: Why Bernie Sanders Is Electable, Too https://t.co/HPqFBXHM3e via @eyokley https://t.co/r7aLPir5P6",None,2020-01-14 15:22:01,neutral
MAGA Mom,So Milwaukee is totally controlled by radicals!!,None,2020-01-14 15:22:01,neutral
Dawnzy,RT @bennyjohnson: Bernie Sanders Campaign Field Organizer: “F*cking Milwaukee will burn” if Bernie doesn’t get the Democratic Nomination.…,None,2020-01-14 15:22:01,negative
